Iteration,AvgElmanSSE,AvgElmanPE,AvgJordanSSE,AvgJordanPE,AvgFFNNSSE,AvgFFNNPE,AvgStandardPSOSSE,AvgStandardPE,AvgChargedPSOSSE,AvgChargedPE
0,0.0,8.016250782398,0.0,20.983748974184845,0.0,20.983749094486534,0.5530517978416929,20.983748677698493,0.5530517654913338,20.98374887803396
1,0.13389990427078113,7.354617233235301,0.553051803802701,20.98374897251281,0.5530518165992008,20.9837490936905,0.5530517968348694,20.983748656446128,0.28524579035789377,13.575562193329823
2,0.11957640087110573,6.768686447743158,0.5530518036684763,20.983748970829286,0.5530518165530033,20.98374909288933,0.553051795789173,20.983748634357468,0.28475315626516334,13.54857099151645
3,0.10768191941540639,6.294891395816324,0.553051803533356,20.983748969134222,0.5530518165065146,20.983749092082974,0.5530517947031025,20.983748611399616,0.28427297740757207,13.521995187554554
4,0.09780452689150297,5.943336125815022,0.553051803397334,20.9837489674275,0.5530518164597322,20.9837490912714,0.5530517935750993,20.983748587538376,0.2838008622688216,13.495618832323002
5,0.08960215455949848,5.656584127895541,0.5530518032604042,20.983748965709054,0.5530518164126548,20.983749090454594,0.553051792403544,20.983748562738214,0.28333594097114156,13.469401733637326
6,0.08279074674845742,5.436032870571609,0.5530518031225609,20.983748963978822,0.55305181636528,20.983749089632493,0.5530517911867551,20.98374853696219,0.2828780318312441,13.443338437587302
7,0.07713442078426987,5.254257926271983,0.5530518029837972,20.983748962236703,0.5530518163176067,20.98374908880508,0.5530517899229858,20.983748510171917,0.28242708539992956,13.417430285474763
8,0.07243729648660119,5.088610687649509,0.5530518028441082,20.983748960482618,0.5530518162696322,20.983749087972328,0.5530517886104218,20.98374848232752,0.28198307540799783,13.391679875603543
9,0.06853671177584342,4.940093736973856,0.5530518027034865,20.983748958716507,0.5530518162213554,20.983749087134196,0.5530517872471792,20.98374845338749,0.2815459774293159,13.366089964958322
10,0.0652975891190893,4.836024251817038,0.5530518025619267,20.983748956938243,0.5530518161727734,20.983749086290633,0.5530517858313011,20.98374842330876,0.28020904066171337,13.190166229361516
11,0.0626077575194056,4.7540802217702876,0.5530518024194219,20.983748955147774,0.5530518161238851,20.983749085441627,0.5530517843607546,20.98374839204653,0.2709281354201968,12.801577086834337
12,0.06037406792168822,4.697620994311672,0.5530518022759666,12.263801662856526,0.5530518160746883,8.811689532526769,0.5530517828334292,20.98374835955425,0.2703391422479136,12.755890831546855
13,0.05851916743458903,4.658024698941804,0.25965712303317007,12.26372116295218,0.2698938141241548,8.811643205618944,0.5530517812471321,20.983748325783537,0.2698499922931026,12.731369530967807
14,0.056978820614501206,4.621941240672478,0.2596561976276863,12.263636459328998,0.2698930595194266,8.811591330834299,0.553051779599586,20.9837482906841,0.2693811310540054,12.707535571594798
15,0.05569968502205446,4.589058967400038,0.25965528039158137,12.263552940212398,0.26989231201358316,8.811539631482777,0.5530517778884257,20.983748254203693,0.2689243601879287,12.683972537310291
16,0.054637464005041415,4.559093874422887,0.2596543712234435,12.26347165626676,0.2698915715422319,8.811488106655592,0.5530517761111953,20.98374821628796,0.26847799390119287,12.660625016984001
17,0.053755372732174476,4.531787151661774,0.2596534700233981,12.263393482216244,0.2698908380415296,8.811440701272057,0.5530517742653428,20.983748176880486,0.26804160744150557,12.637459098184399
18,0.05302286435401946,4.525774762352643,0.25965257669307945,12.26331572600258,0.26989011144817904,8.811399449150501,0.5530517723482183,20.983748135922582,0.26761501669220905,12.614473174999492
19,0.05241457217784937,4.530794036592302,0.259651691135604,12.263238382930947,0.2698893916994242,8.811358322029117,0.5530517703570702,20.983748093353263,0.26719807982997634,12.591670219245616
20,0.05190943122479154,4.535367572389976,0.25965081325554357,12.26316145013964,0.26988867873304534,8.811317319184617,0.5530517682890391,20.983748049109156,0.2667906591120274,12.569053482102289
21,0.05148994875006724,4.5395349300412775,0.2596499429588997,12.263084924789764,0.2698879724873552,8.811276439899126,0.5530517661411567,20.98374800312438,0.2663926138632615,12.546717087471114
22,0.051141598465774055,4.543332158241492,0.2596490801530782,12.263008804065054,0.269887272901194,8.811235683460126,0.5530517639103391,20.983747955330497,0.2660037995344856,12.524650453771443
23,0.05085231748935999,4.5467921058429095,0.25964822474686305,12.262933085171671,0.2698865798941197,8.811195064996962,0.5530517615933835,20.98374790565632,0.26562406793206206,12.50285568489902
24,0.050612088598133355,4.549944705936732,0.25964737665039395,12.110816681834754,0.26988589340152364,8.003069001854085,0.5530517591869644,20.983747854027918,0.26525326766224117,12.48125562337037
25,0.05041259332408706,4.552817234713619,0.2578423002219809,12.110723962141476,0.24116848846978267,8.003053082604447,0.5530517566876257,20.983747800368416,0.2648912446021935,12.459852472951555
26,0.05024692387631704,4.55543454734025,0.25784154293948747,12.110633725343089,0.2411676558198964,8.00302438203381,0.5530517540917796,20.983747744597956,0.2645378423598515,12.438648225020533
27,0.05010934391534146,4.557819292891675,0.257840792725001,12.110544062422186,0.2411668306457315,8.002995764945835,0.5530517513956995,20.98374768663351,0.26419290271419016,12.417644662891112
28,0.0499950898952278,4.559992110198604,0.2578400494889742,12.106292785424875,0.24116601287740502,8.002967265516334,0.553051748595514,20.983747626388787,0.25548732983919203,12.165337601851585
29,0.049900206094187396,4.561971806304172,0.25778480674677134,12.106223392667234,0.24116520244719963,8.002938883173217,0.5530517456872035,20.983747563774102,0.25514344074659007,12.143896481209964
30,0.049821407620845345,4.5637755190744835,0.25778415999052484,12.106153023951137,0.24116439928806474,8.002910617346785,0.5530517426665916,20.98374749869627,0.25480792191978496,12.122673179790391
