"cash surplus","cash surplus(t-1)","consumer price inflation","consumer price inflation(t-1)","exports goods and services growth","exports goods and services growth(t-1)","import goods and services growth","import goods and services growth(t-1)","foreign direct investment inflows","foreign direct investment inflows(t-1)","gross savings","gross savings(t-1)","labour participation","labour participation(t-1)","secondary school","secondary school(t-1)","unemployment","unemployment(t-1)","vulnerable employment","vulnerable employment(t-1)","gdp growth","gdp growth(t-1)","gdp growth(t+1)"
-0.022131482455061247,-0.22832959216300242,-0.022131482455061247,-0.22832959216300242,0.5190180192199809,0.038036038459598354,0.5190180192199809,0.038036038459598354,-0.16473603226310807,-0.12476731557880538,-0.16473603226310807,-0.12476731557880538,-0.7641576827371798,-0.6685011461733001,-0.7641576827371798,-0.6685011461733001,-0.9870105509800667,-0.9740211019601335,-0.9870105509800667,-0.9740211019601335,-0.8738658114167328,-0.8242561922583673,-0.9234754305750982
0.1840666272528797,-0.022131482455061247,0.1840666272528797,-0.022131482455061247,1,0.5190180192199809,1,0.5190180192199809,-0.20470474894741064,-0.16473603226310807,-0.20470474894741064,-0.16473603226310807,-0.8598142193010594,-0.7641576827371798,-0.8598142193010594,-0.7641576827371798,-1,-0.9870105509800667,-1,-0.9870105509800667,-0.9234754305750982,-0.8738658114167328,-0.8494627799343666
0.17368953830796663,0.1840666272528797,0.17368953830796663,0.1840666272528797,0.795548638642603,1,0.795548638642603,1,-0.3368788542469201,-0.20470474894741064,-0.3368788542469201,-0.20470474894741064,-0.25706502932289266,-0.8598142193010594,-0.25706502932289266,-0.8598142193010594,-0.9808105308284326,-1,-0.9808105308284326,-1,-0.8494627799343666,-0.9234754305750982,-0.7754501292936354
0.1633124493999627,0.17368953830796663,0.1633124493999627,0.17368953830796663,0.5910972772655696,0.795548638642603,0.5910972772655696,0.795548638642603,-0.46905295954642956,-0.3368788542469201,-0.46905295954642956,-0.3368788542469201,0.3456841606495642,-0.25706502932289266,0.3456841606495642,-0.25706502932289266,-0.9616210616000345,-0.9808105308284326,-0.9616210616000345,-0.9808105308284326,-0.7754501292936354,-0.8494627799343666,-0.8877250646536543
-0.12646217128423765,0.1633124493999627,-0.12646217128423765,0.1633124493999627,0.05839754005448583,0.5910972772655696,0.05839754005448583,0.5910972772655696,-0.22276758879688852,-0.46905295954642956,-0.22276758879688852,-0.46905295954642956,0.29255997767081676,0.3456841606495642,0.29255997767081676,0.3456841606495642,-0.9333842609575628,-0.9616210616000345,-0.9333842609575628,-0.9616210616000345,-0.8877250646536543,-0.7754501292936354,-1
-0.41623679193152885,-0.12646217128423765,-0.41623679193152885,-0.12646217128423765,-0.47430219715659794,0.05839754005448583,-0.47430219715659794,0.05839754005448583,0.023517781947109517,-0.22276758879688852,0.023517781947109517,-0.22276758879688852,0.23943579469777898,0.29255997767081676,0.23943579469777898,0.29255997767081676,-0.9051474602582603,-0.9333842609575628,-0.9051474602582603,-0.9333842609575628,-1,-0.8877250646536543,-0.8442537952185022
-0.1441107943807779,-0.41623679193152885,-0.1441107943807779,-0.41623679193152885,-0.09636446350473771,-0.47430219715659794,-0.09636446350473771,-0.47430219715659794,0.0031215025523352313,0.023517781947109517,0.0031215025523352313,0.023517781947109517,0.3346271626928672,0.23943579469777898,0.3346271626928672,0.23943579469777898,-0.8771297111656303,-0.9051474602582603,-0.8771297111656303,-0.9051474602582603,-0.8442537952185022,-1,-0.6885075904233311
0.12801520313306392,-0.1441107943807779,0.12801520313306392,-0.1441107943807779,0.2815732701274867,-0.09636446350473771,0.2815732701274867,-0.09636446350473771,-0.017274776847982065,0.0031215025523352313,-0.017274776847982065,0.0031215025523352313,0.42981853068224574,0.3346271626928672,0.42981853068224574,0.3346271626928672,-0.8491119620161698,-0.8771297111656303,-0.8491119620161698,-0.8771297111656303,-0.6885075904233311,-0.8442537952185022,-0.5543588848771432
0.1685059397083004,0.12801520313306392,0.1685059397083004,0.12801520313306392,0.2828876195848107,0.2815732701274867,0.2828876195848107,0.2815732701274867,0.49136261157878036,-0.017274776847982065,0.49136261157878036,-0.017274776847982065,0.5875307181972038,0.42981853068224574,0.5875307181972038,0.42981853068224574,-0.7660051874231394,-0.8491119620161698,-0.7660051874231394,-0.8491119620161698,-0.5543588848771432,-0.6885075904233311,-0.420210179344628
0.20899667624662777,0.1685059397083004,0.20899667624662777,0.1685059397083004,0.2842019690421349,0.2828876195848107,0.2842019690421349,0.2828876195848107,1,0.49136261157878036,1,0.49136261157878036,0.7452429057121621,0.5875307181972038,0.7452429057121621,0.5875307181972038,-0.6828984127732785,-0.7660051874231394,-0.6828984127732785,-0.7660051874231394,-0.420210179344628,-0.5543588848771432,-0.6485565122762342
