"cash surplus","cash surplus(t-1)","consumer price inflation","consumer price inflation(t-1)","exports goods and services growth","exports goods and services growth(t-1)","import goods and services growth","import goods and services growth(t-1)","foreign direct investment inflows","foreign direct investment inflows(t-1)","gross savings","gross savings(t-1)","labour participation","labour participation(t-1)","secondary school","secondary school(t-1)","unemployment","unemployment(t-1)","vulnerable employment","vulnerable employment(t-1)","gdp growth","gdp growth(t-1)","gdp growth(t+1)"
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.9273240289974125,0.8546480579948255,0.9273240289974125,0.8546480579948255,0.2170852990648795,0.25355148037834674,0.2170852990648795,0.25355148037834674,-0.12801318502534909,-0.3518283387139557,-0.12801318502534909,-0.3518283387139557,-0.9541647951526447,-0.9991129227241464,-0.9541647951526447,-0.9991129227241464,0.8492238652574531,1,0.6984477304765218
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,1,0.9273240289974125,1,0.9273240289974125,0.18061911775797568,0.2170852990648795,0.18061911775797568,0.2170852990648795,0.0958019686576479,-0.12801318502534909,0.0958019686576479,-0.12801318502534909,-0.909216667613366,-0.9541647951526447,-0.909216667613366,-0.9541647951526447,0.6984477304765218,0.8492238652574531,0.22689792688563104
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.8953308355251945,1,0.8953308355251945,1,0.4115387680432194,0.18061911775797568,0.4115387680432194,0.18061911775797568,0.18568495844664357,0.0958019686576479,0.18568495844664357,0.0958019686576479,-0.9428587532447451,-0.909216667613366,-0.9428587532447451,-0.909216667613366,0.22689792688563104,0.6984477304765218,-0.24465187670526112
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.7906616710503889,0.8953308355251945,0.7906616710503889,0.8953308355251945,0.6424584183350268,0.4115387680432194,0.6424584183350268,0.4115387680432194,0.27556794823563946,0.18568495844664357,0.27556794823563946,0.18568495844664357,-0.9765008388761242,-0.9428587532447451,-0.9765008388761242,-0.9428587532447451,-0.24465187670526112,0.22689792688563104,-0.21417948999556424
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.49263752017092033,0.7906616710503889,0.49263752017092033,0.7906616710503889,0.8028870485236037,0.6424584183350268,0.8028870485236037,0.6424584183350268,0.32241196367566616,0.27556794823563946,0.32241196367566616,0.27556794823563946,-0.9755204454510984,-0.9765008388761242,-0.9755204454510984,-0.9765008388761242,-0.21417948999556424,-0.24465187670526112,-0.18370710332425055
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.19461336927711415,0.49263752017092033,0.19461336927711415,0.49263752017092033,0.9633156787187442,0.8028870485236037,0.9633156787187442,0.8028870485236037,0.36925597912130237,0.32241196367566616,0.36925597912130237,0.32241196367566616,-0.9745400520260725,-0.9755204454510984,-0.9745400520260725,-0.9755204454510984,-0.18370710332425055,-0.21417948999556424,-0.10615903923615821
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.1387758745432892,0.19461336927711415,0.1387758745432892,0.19461336927711415,0.7042463733188995,0.9633156787187442,0.7042463733188995,0.9633156787187442,0.6238239328818418,0.36925597912130237,0.6238239328818418,0.36925597912130237,-0.9315072400339234,-0.9745400520260725,-0.9315072400339234,-0.9745400520260725,-0.10615903923615821,-0.18370710332425055,-0.028610975148065876
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.08293837980946428,0.1387758745432892,0.08293837980946428,0.1387758745432892,0.44517706791905476,0.7042463733188995,0.44517706791905476,0.7042463733188995,0.8783918866423814,0.6238239328818418,0.8783918866423814,0.6238239328818418,-0.8884744280417742,-0.9315072400339234,-0.8884744280417742,-0.9315072400339234,-0.028610975148065876,-0.10615903923615821,-0.09466317823610881
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.06443418754215413,0.08293837980946428,0.06443418754215413,0.08293837980946428,0.7225885339595273,0.44517706791905476,0.7225885339595273,0.44517706791905476,0.8979504428787402,0.8783918866423814,0.8979504428787402,0.8783918866423814,-0.7997967310963034,-0.8884744280417742,-0.7997967310963034,-0.8884744280417742,-0.09466317823610881,-0.028610975148065876,-0.1607153812857688
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,0.04592999527484398,0.06443418754215413,0.04592999527484398,0.06443418754215413,1,0.7225885339595273,1,0.7225885339595273,0.9175089991150993,0.8979504428787402,0.9175089991150993,0.8979504428787402,-0.7111190341508327,-0.7997967310963034,-0.7111190341508327,-0.7997967310963034,-0.1607153812857688,-0.09466317823610881,-0.22759772732102546
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,-0.04914937577400269,0.04592999527484398,-0.04914937577400269,0.04592999527484398,0.8774580056579306,1,0.8774580056579306,1,0.6908733079323568,0.9175089991150993,0.6908733079323568,0.9175089991150993,-0.7527122104937433,-0.7111190341508327,-0.7527122104937433,-0.7111190341508327,-0.22759772732102546,-0.1607153812857688,-0.29448007331789905
0.07245594254665222,0.07245594254665222,0.07245594254665222,0.07245594254665222,-0.1442287468371869,-0.04914937577400269,-0.1442287468371869,-0.04914937577400269,0.7549160113158615,0.8774580056579306,0.7549160113158615,0.8774580056579306,0.46423761674961406,0.6908733079323568,0.46423761674961406,0.6908733079323568,-0.7943053868366539,-0.7527122104937433,-0.7943053868366539,-0.7527122104937433,-0.29448007331789905,-0.22759772732102546,-0.48934722834503286
