Cash Surplus,Consumer Price Inflation,Exports goods and services growth,Import goods and services growth,Foreign direct investment inflows,Gross Savings,Labour Participation,Secondary School,Unemployment,Vulnerable Employment,GDP Growth
-1.7990073069,5.1814907177,1.2609065915,-8.36184794,1.1287671022,16.2619985235,51.9000015259,88.32965,25.3999996185,15.8000001907,2.3581285988
-1.8798614574,5.2602220009,4.7872985806,-1.5120589107,0.928941258,16.2156228873,52.0500011444,86.79248,26.0500001907,15.8000001907,3.2563585602
-1.9607156079,5.3389532842,8.3136905697,5.3377301186,0.7291154139,16.1692472512,52.2000007629,85.25531,26.7000007629,15.8000001907,4.1545885216
-1.4386879817,5.5204269589,5.3533569034,2.7938174504,3.432757892,16.1198155621,52.3500003815,85.78349,26.0500001907,15.8000001907,3.4450058357
-0.9166603556,5.7019006335,2.3930232371,0.2499047823,6.1364003701,16.070383873,52.5,86.31167,25.3999996185,15.8000001907,2.7354231498
-1.2670666839,7.4329692442,1.6911142834,2.7955671308,3.7341737039,16.5986402723,52.6499996185,86.882495,26.3000001907,15.8000001907,3.2016303805
-1.6174730122,9.1640378549,0.9892053296,5.3412294792,1.3319470377,17.1268966716,52.7999992371,87.45332,27.2000007629,15.8000001907,3.6678376111
-2.1348682807,7.5115088855,0.5492944681,6.7129888811,0.8987458509,16.6129321867,52.9499988556,88.04991,27.1500005722,15.8000001907,3.3084560179
-2.6522635491,5.8589799162,0.1093836065,8.0847482829,0.465544664,16.0989677018,53.0999984741,88.6465,27.1000003815,15.8000001907,2.9490744247
-2.3082744424,3.6221808746,1.4713617141,11.7964983175,0.3928464125,15.7198461238,53.1499996185,89.915925,25.9000005722,15.4500002861,3.7518089142
-1.9642853358,1.3853818331,2.8333398217,15.5082483521,0.320148161,15.3407245458,53.2000007629,91.18535,24.7000007629,15.1000003815,4.5545434037
